gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15,1
Male,0,1,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),115.8,7942.15,0
Female,0,0,0,14,1,False,DSL,False,True,False,False,False,False,Month-to-month,0,Electronic check,50.45000076293945,765.4500122070312,0
Female,0,1,0,1,1,False,DSL,False,False,False,False,True,False,Month-to-month,0,Mailed check,55.20000076293945,55.20000076293945,1
Female,1,0,0,43,1,True,Fiber optic,False,True,False,False,True,False,Month-to-month,1,Electronic check,90.25,3838.75,0
Male,0,1,1,55,1,True,Fiber optic,False,False,True,False,True,False,Month-to-month,1,Credit card (automatic),90.4000015258789,5099.14990234375,0
Female,0,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),105.95,4335.2,0
Female,0,0,0,15,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.399999618530277,289.29998779296875,1
Male,0,1,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.0,78.25,0
Male,0,1,0,72,1,True,DSL,True,True,True,False,True,True,Two year,1,Electronic check,85.25,6083.10009765625,0
Female,0,1,0,23,1,True,DSL,False,False,False,True,True,True,Month-to-month,1,Credit card (automatic),73.6500015258789,1642.75,0
Female,0,0,0,6,1,False,Fiber optic,False,False,True,False,False,True,Month-to-month,0,Electronic check,83.9000015258789,497.5499877929688,1
Female,1,0,0,71,1,True,Fiber optic,False,False,True,False,True,True,Two year,0,Bank transfer (automatic),104.0500030517578,7413.5498046875,0
Male,1,0,0,5,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Mailed check,70.25,331.8999938964844,1
Female,1,1,0,38,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.95,2869.85,1
Male,1,0,0,1,1,False,DSL,False,False,False,False,False,False,Month-to-month,0,Electronic check,45.20000076293945,45.20000076293945,0
Female,1,0,0,49,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),103.0,5166.2,0
Female,0,0,0,66,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),61.35,4193.4,0
Female,0,1,0,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.3,1554.9,0
Female,0,1,1,7,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.649999618530277,134.0500030517578,0
Female,0,1,0,63,1,True,Fiber optic,False,True,False,False,False,False,Month-to-month,1,Bank transfer (automatic),81.55000305175781,5029.0498046875,0
Male,0,1,1,46,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.0,3769.7,0
Male,0,0,0,10,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.700000762939453,251.6000061035156,0
Male,0,0,0,31,1,True,Fiber optic,False,False,False,True,False,False,One year,0,Credit card (automatic),81.69999694824219,2548.64990234375,0
Male,0,1,1,53,1,True,DSL,True,False,True,True,True,True,Month-to-month,0,Electronic check,85.69999694824219,4616.10009765625,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.450000762939453,20.450000762939453,0
Female,0,1,1,72,1,False,DSL,True,True,True,True,True,True,Two year,1,Bank transfer (automatic),83.69999694824219,6096.89990234375,0
Female,0,1,0,19,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.1,1620.8,0
Female,0,1,0,71,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),80.7,5705.05,0
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.15,45.15,0
Female,0,1,1,34,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.100000381469727,682.0999755859375,0
Female,0,1,1,68,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),83.65,5733.4,0
Male,0,1,0,40,0,No,DSL,True,True,True,False,False,False,One year,1,Electronic check,42.34999847412109,1716.449951171875,1
Male,0,1,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.9,135.0,1
Male,0,0,0,38,1,No,DSL,No,No,Yes,Yes,No,Yes,One year,1,Mailed check,62.3,2354.8,1
Female,0,1,0,48,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Bank transfer (automatic),60.6,2985.25,0
Female,0,0,1,31,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.100000381469727,589.25,0
Male,0,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.45,23.45,1
Female,1,0,0,3,1,False,Fiber optic,False,False,True,False,False,False,Month-to-month,0,Electronic check,73.8499984741211,196.3999938964844,0
Female,0,1,1,61,1,True,DSL,True,True,True,True,True,True,Two year,0,Mailed check,88.0999984741211,5526.75,0
Female,0,0,0,30,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),79.3,2427.1,0
Female,0,1,1,2,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.55,145.4,1
Female,1,1,0,15,1,True,Fiber optic,False,False,True,True,False,False,Month-to-month,1,Electronic check,83.05000305175781,1258.300048828125,1
Female,0,0,0,49,1,False,DSL,True,True,True,True,False,False,Two year,0,Bank transfer (automatic),67.4000015258789,3306.85009765625,0
Male,0,1,1,72,1,False,DSL,False,True,True,False,True,True,Two year,1,Bank transfer (automatic),75.4000015258789,5480.25,0
Female,0,1,1,9,1,False,DSL,False,True,False,True,True,False,One year,1,Mailed check,65.5999984741211,593.2999877929688,0
Female,1,0,0,4,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,88.85,372.45,1
Female,0,1,1,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,94.4,4295.35,0
Female,0,1,0,62,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.649999618530277,1416.75,0
Female,0,0,0,36,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),34.85,1267.2,0
Male,1,0,0,11,1,True,Fiber optic,False,True,True,True,True,True,Month-to-month,1,Electronic check,111.4000015258789,1183.050048828125,0
Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.25,412.55,0
Male,0,1,0,66,1,True,Fiber optic,False,True,False,True,True,True,One year,1,Electronic check,104.0500030517578,6890.0,1
Male,0,1,1,49,1,False,DSL,True,True,False,True,False,False,Month-to-month,0,Credit card (automatic),59.59999847412109,2970.300048828125,0
Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.6,330.25,0
Female,0,0,1,19,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,48.8,953.65,0
Female,1,0,0,53,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Mailed check,96.75,5206.55,0
Male,0,0,1,11,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.2,893.2,0
Female,0,1,1,55,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,85.1,4600.95,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.649999618530277,19.649999618530277,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.600000381469727,19.600000381469727,1
Female,0,1,1,23,1,Yes,Fiber optic,Yes,No,No,No,No,No,One year,0,Credit card (automatic),81.85,1810.85,0
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),103.95,7517.7,0
Male,0,1,0,71,1,True,DSL,True,True,True,True,False,True,Two year,1,Mailed check,80.0999984741211,5585.39990234375,0
Male,0,0,0,1,1,False,DSL,True,False,False,False,False,False,Month-to-month,0,Mailed check,51.25,51.25,0
Female,1,0,0,42,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,55.65,2421.75,0
Male,0,0,0,5,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,69.69999694824219,316.8999938964844,1
Male,0,1,0,60,1,True,Fiber optic,False,True,True,False,True,False,Month-to-month,1,Electronic check,95.75,5742.89990234375,1
Male,1,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.7,497.6,0
Male,0,0,0,1,0,No,DSL,False,False,False,False,False,True,Month-to-month,0,Electronic check,35.900001525878906,35.900001525878906,1
Female,0,1,0,60,1,False,DSL,True,True,False,True,False,False,Two year,0,Bank transfer (automatic),59.84999847412109,3483.449951171875,0
Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.45,76.45,1
Male,0,1,0,45,1,False,DSL,True,True,True,False,True,True,One year,0,Bank transfer (automatic),78.80000305175781,3597.5,0
Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,74.4,1
Male,0,1,1,32,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.450000762939453,674.5499877929688,0
Female,1,1,0,58,1,True,Fiber optic,False,True,False,False,True,True,One year,1,Bank transfer (automatic),97.8000030517578,5458.7998046875,0
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,1
Female,0,0,0,2,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.25,85.5,1
Male,0,0,0,15,1,False,Fiber optic,False,False,True,True,True,True,Month-to-month,1,Electronic check,101.3499984741211,1553.949951171875,1
Male,0,0,0,4,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,70.19999694824219,237.9499969482422,1
Male,0,0,0,43,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.450000762939453,1110.050048828125,0
Male,0,1,1,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.799999237060547,18.799999237060547,0
Male,0,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.3,2272.8,0
Male,1,1,0,1,1,True,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,74.30000305175781,74.30000305175781,0
Female,0,0,0,5,1,True,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,75.5999984741211,402.5,0
Female,0,1,1,3,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,69.55000305175781,200.1999969482422,0
Female,0,0,0,55,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),50.55,2832.75,0
Male,1,1,0,72,1,True,DSL,True,True,True,False,True,True,Two year,0,Credit card (automatic),84.44999694824219,5899.85009765625,0
Male,0,0,0,27,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.35,1411.35,0
Male,0,1,0,72,1,True,DSL,False,True,True,True,True,True,Two year,0,Bank transfer (automatic),85.94999694824219,6151.89990234375,0
Female,0,0,0,1,1,False,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Electronic check,81.94999694824219,81.94999694824219,1
Male,0,1,1,70,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.049999237060547,1360.25,0
Female,0,1,1,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,97.95,384.5,1
Male,1,1,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,110.55,7610.1,0
Female,0,1,1,23,1,False,Fiber optic,False,False,True,False,False,False,Month-to-month,1,Credit card (automatic),75.30000305175781,1702.9000244140625,0
Male,0,0,0,2,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Mailed check,70.69999694824219,129.1999969482422,0
Female,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,109.25,7707.7,0
Male,1,1,0,54,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.0,3919.15,0
Male,0,1,0,9,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,94.85,890.6,1
Male,0,1,0,70,1,False,DSL,True,True,True,True,False,False,Two year,0,Credit card (automatic),64.94999694824219,4523.25,0
Male,0,1,0,72,1,False,DSL,True,True,False,True,True,True,Two year,1,Bank transfer (automatic),79.3499984741211,5753.25,0
Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85,0
Male,0,0,0,35,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,89.2,3251.3,0
Female,0,0,0,8,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),65.5,573.15,0
Female,0,0,0,1,1,True,Fiber optic,False,False,False,False,True,True,Month-to-month,0,Mailed check,95.6500015258789,95.6500015258789,1
Female,0,0,1,13,0,No,DSL,False,True,False,False,False,False,Month-to-month,0,Electronic check,30.149999618530277,382.2000122070313,0
Female,0,0,0,15,1,True,DSL,True,False,False,False,False,True,Month-to-month,1,Bank transfer (automatic),64.6500015258789,994.5499877929688,1
Male,0,0,0,26,0,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Credit card (automatic),54.55,1362.85,0
Male,0,0,0,52,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1107.199951171875,0
Male,0,0,1,57,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,89.55,5012.35,0
Male,0,1,1,53,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),64.15,3491.55,0
Male,1,1,0,69,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),56.55,3952.65,0
Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),46.05,80.35,1
Female,1,1,1,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.1,864.85,0
Male,1,0,0,1,1,True,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Electronic check,93.5500030517578,93.5500030517578,1
Female,0,1,1,13,1,False,DSL,True,False,True,False,False,True,Month-to-month,1,Mailed check,63.150001525878906,816.7999877929688,0
Male,0,1,0,45,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),107.75,4882.8,0
Male,0,0,0,35,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.95,4025.5,0
Female,1,1,0,51,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,77.5,3807.35,1
Male,0,0,0,26,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.899999618530277,518.2999877929688,0
Female,1,0,0,17,1,True,Fiber optic,False,False,True,False,False,False,Month-to-month,1,Credit card (automatic),82.6500015258789,1470.050048828125,0
Female,0,0,0,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,2369.05,1
Male,0,1,1,34,1,True,Fiber optic,False,True,False,False,True,True,Month-to-month,1,Bank transfer (automatic),97.6999969482422,3410.0,0
Female,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),41.15,1700.9,0
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.35,35.1,0
Male,0,0,0,1,1,False,DSL,False,False,False,False,False,False,Month-to-month,0,Credit card (automatic),46.20000076293945,46.20000076293945,1
Female,0,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,78.45,3126.45,0
Female,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,763.1,0
Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),55.65,3880.05,0
Female,0,1,1,55,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.1,4657.95,0
Female,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,553.0,0
Female,0,0,0,22,1,True,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Bank transfer (automatic),84.1500015258789,1821.949951171875,0
Female,0,0,0,67,1,False,DSL,True,False,True,True,False,True,One year,1,Bank transfer (automatic),72.3499984741211,4991.5,0
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,39.3,0
Male,0,1,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,294.95,0
Female,0,1,1,19,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Bank transfer (automatic),89.35,1686.85,0
Female,0,0,0,41,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.649999618530277,835.1500244140625,0
Female,0,0,0,15,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.0,1505.45,0
Male,0,0,0,22,1,True,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Electronic check,95.0999984741211,2162.60009765625,0
Female,0,1,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.5,582.5,1
Female,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,19.5,1
Female,0,1,1,72,1,True,DSL,True,True,True,True,True,True,Two year,0,Credit card (automatic),89.80000305175781,6510.4501953125,0
Female,1,1,0,71,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Credit card (automatic),89.45,6435.25,0
Female,1,1,0,25,1,True,DSL,True,False,False,True,True,False,Month-to-month,1,Credit card (automatic),69.5,1752.6500244140625,0
Female,0,1,0,17,0,No,DSL,False,True,True,False,False,False,Month-to-month,1,Credit card (automatic),35.650001525878906,646.0499877929688,0
Female,0,0,0,29,1,True,Fiber optic,False,False,True,False,True,True,Month-to-month,0,Bank transfer (automatic),100.5500030517578,2878.75,0
Female,0,1,0,57,1,True,Fiber optic,False,False,True,False,True,True,One year,1,Credit card (automatic),100.75,5985.0,0
Male,0,0,0,46,1,True,Fiber optic,False,True,True,True,True,True,Two year,0,Electronic check,108.6500015258789,4903.2001953125,0
Male,0,1,1,11,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Bank transfer (automatic),79.5,868.5,1
Male,0,1,1,45,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.450000762939453,1088.25,0
Female,1,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,727.8,0
Male,0,1,1,36,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.450000762939453,754.5,0
Female,0,0,0,47,1,True,Fiber optic,True,False,True,False,True,False,One year,0,Credit card (automatic),94.9000015258789,4615.25,0
Male,0,1,1,7,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.649999618530277,150.0,0
Male,0,0,0,4,0,No,DSL,False,False,False,False,True,True,Month-to-month,1,Electronic check,44.54999923706055,174.3000030517578,1
Male,0,0,0,69,0,No,DSL,True,True,False,True,True,True,Two year,1,Bank transfer (automatic),60.04999923706055,4176.7001953125,0
Female,1,1,0,5,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,69.3499984741211,341.6000061035156,0
Female,1,0,0,64,1,True,Fiber optic,True,False,True,True,True,True,Month-to-month,1,Bank transfer (automatic),108.9499969482422,7111.2998046875,0
Male,1,0,0,1,1,False,DSL,False,False,False,False,False,False,Month-to-month,0,Electronic check,45.09999847412109,45.09999847412109,1
Male,0,1,0,1,1,False,Fiber optic,False,False,False,True,True,False,Month-to-month,1,Electronic check,84.80000305175781,84.80000305175781,1
Male,0,1,0,53,1,False,Fiber optic,False,True,False,False,True,True,One year,1,Bank transfer (automatic),94.25,4867.9501953125,1
Female,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),52.85,1498.65,0
Female,0,1,0,42,0,No,DSL,False,True,False,True,False,False,One year,0,Mailed check,33.54999923706055,1445.300048828125,1
Male,0,1,1,71,1,False,Fiber optic,True,True,True,False,True,True,One year,1,Bank transfer (automatic),104.6500015258789,7288.39990234375,0
Female,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.299999237060547,19.299999237060547,1
Male,0,0,0,6,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,60.9,414.1,0
Male,0,0,1,3,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.399999618530277,121.25,0
Male,0,0,1,13,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Credit card (automatic),78.30000305175781,1033.949951171875,0
Female,1,0,0,26,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.8,2006.1,0
Male,1,0,0,25,1,True,Fiber optic,False,True,True,False,True,True,Month-to-month,0,Mailed check,105.9499969482422,2655.25,1
Female,0,1,1,13,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,332.5,0
Male,1,0,0,10,1,True,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Electronic check,95.3499984741211,898.3499755859375,1
Male,1,1,0,67,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),83.85,5588.8,0
Female,0,1,1,61,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.100000381469727,1551.5999755859375,0
Female,0,0,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),49.65,267.35,1
Male,0,1,1,60,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.549999237060547,1205.050048828125,0
Male,0,0,1,0,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,0.0,0
Male,0,0,0,54,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.85,4308.25,0
Male,0,1,0,18,1,True,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,73.1500015258789,1305.949951171875,0
Male,0,0,0,47,1,True,Fiber optic,True,True,False,True,True,False,Month-to-month,0,Mailed check,100.75,4669.2001953125,0
Male,0,0,0,71,0,No,DSL,True,True,True,True,True,False,Two year,0,Bank transfer (automatic),53.95000076293945,3888.64990234375,0
Male,0,1,1,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),71.6,4230.25,0
Female,0,1,1,72,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),53.65,3784.0,0
Male,0,0,1,31,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Mailed check,79.45,2587.7,1
Female,0,0,0,26,0,No,DSL,False,False,True,False,True,True,Month-to-month,1,Credit card (automatic),50.34999847412109,1277.5,0
Male,0,1,1,62,1,False,DSL,True,True,True,True,True,True,Two year,0,Electronic check,86.0999984741211,5215.25,0
Female,0,0,0,1,1,False,DSL,False,False,False,True,False,False,Month-to-month,1,Electronic check,49.900001525878906,49.900001525878906,0
Male,0,0,1,1,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,71.6500015258789,71.6500015258789,1
Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.6,48.6,1
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.55,20.55,1
